NPI Number,Hospital Name,IDN
1881780302,Childrens Hospital of Wisconsin - Fox Valley,Childrens Hospital of Wisconsin (FKA Childrens Health System)
1932138823,The Willough at Naples,Oglethorpe Inc
1669408928,Spring Mountain Sahara,Universal Health Services
1770513236,Moab Regional Hospital,ER Hospitals LLC (AKA ER Healthcare)
1194737817,AdventHealth Durand (FKA Chippewa Valley Hospital),AdventHealth (FKA Adventist Health System)
1730123522,St Michaels Hospital Avera,Avera Health
1558577940,Hudson River Psychiatric Center (Closed 2012-01-01),New York State Office of Mental Health
1437156361,Clay County Memorial Hospital,
1184854762,Encompass Health Rehabilitation Hospital of Altoona (FKA Healthsouth Rehabilitation Hospital of Altoona),Encompass Health Corporation (FKA HealthSouth)
1730145392,Community Memorial Hospital,
1093021719,Behavioral Hospital of Bellaire,Universal Health Services
1245422567,Encompass Health Rehabilitation Hospital of Round Rock (FKA HealthSouth Rehabilitation Hospital of Round Rock),Encompass Health Corporation (FKA HealthSouth)
1598710592,Solara Specialty Hospitals Harlingen,Cornerstone Healthcare Group
1679538433,Peace Haven Association,
,Nexus Specialty Hospital - The Woodlands Campus,Nexus Health Systems
1720094550,El Paso Psychiatric Center,Texas Department of State Health Services
1215035787,Cordova Community Medical Center,
1992701486,Brynn Marr Hospital,Universal Health Services
1366871600,Encompass Health Rehabilitation Hospital of Humble (FKA Healthsouth Rehabilitation Hospital of Humble),Encompass Health Corporation (FKA HealthSouth)
1902872997,Community Memorial Healthcare,
1407021546,SummitRidge Hospital,Universal Health Services
1376709295,Kingsland Hospital of Katy (Closed),
1174710750,Medical Behavioral Hospital of Mishawaka,NeuroPsychiatric Hospitals (FKA Physicians Hospital System)
1679240824,Healthsouth Rehab of Fort Worth (Closed),Encompass Health Corporation (FKA HealthSouth)
1336458009,Sister Emmanuel Hospital (Closed),HCA Florida Healthcare - HCA East Florida Division
1407803810,Select Specialty Hospital - Grosse Pointe,Select Medical Corporation
1477789980,PAM Health Specialty Hospital of Hammond,PAM Health (FKA Post Acute Medical)
1891239935,The Leaves,
1073571865,Select Specialty Hospital - Hampton Roads,Select Medical Corporation
1063412666,Kindred Hospital - San Antonio Central (FKA Select Specialty Hospital - San Antonio),ScionHealth
1477522019,Orchard Hospital (FKA Biggs - Gridley Memorial Hospital),
1508899816,Ferry County Public Hospital (AKA Ferry County Health),
1023095429,Anchor Hospital,Southern Crescent Behavioral Health System (AKA UHS of Anchor LP)
1437370772,Parkside Psychiatric Hospital & Clinic,
1194798801,Encompass Health Rehabilitation Hospital of the Woodlands (FKA Healthsouth Rehab of Woodlands),Encompass Health Corporation (FKA HealthSouth)
1609816149,Morrill County Community Hospital,
1184605826,Mental Health Institute (Closed),
1700974292,Dubuis Hospital of Shreveport (Closed),CHRISTUS Dubuis Health System (AKA CHRISTUS Continuing Care)
1063415800,Methodist Behavioral Hospital (AKA Methodist Family Health),
1679669741,First Care Health Center,
1760447254,Stewart Webster Hospital (Closed 2013-03-01),
1548215106,Samaritan Memorial Hospital,
1083849285,Southwestern State Hospital (Closed 2013-12-01),
1720037997,Select Specialty Hospital - Camp Hill,Select Medical Corporation
1427056258,Select Specialty Hospital - Cincinnati,Select Medical Corporation
1588672406,Behavioral Center of Michigan,
1871083725,Southern Indiana Rehabilitation Hospital,Vibra Healthcare
1063419018,Valor Health (FKA Walter Knox Memorial Hospital),
1659343093,CHI St Alexius Health Devils Lake Hospital (FKA Mercy Hospital),CHI St Alexius Health (FKA St Alexius Medical Center System)
1972557916,Saint Simons By-The-Sea,Universal Health Services
1316965346,Fallon Medical Complex,
1194763219,Humboldt County - Sempervirens Psychiatric Health Facility,
1255406369,Rehabilitation Hospital of Indiana,Indiana University Health (AKA IU Health)
1972580363,Vibra Hospital of Northern California (FKA Northern California Rehab Hospital),Vibra Healthcare
1245256247,Connecticut Valley Hospital,Connecticut Department of Mental Health & Addiction Services (AKA Connecticut Department of Mental Health)
1396850368,Bryn Mawr Rehab Hospital,Main Line Health
1710985098,TIRR Memorial Hermann (AKA TIRR Memorial Hermann Rehab Hospital),Memorial Hermann Health System
1922009448,Whitman Hospital & Medical Clinics (FKA Whitman Hospital & Medical Center),
1679917207,Kiowa County Hospital District (AKA Weisbrod Memorial County Hospital),
1720386253,Heather Hill Care Communities (AKA University Hospitals Extended Care Campus - Closed - No longer a LTACH),
1083143747,Vibra Hospital of Houston (FKA Cornerstone Specialty Hospitals Houston Medical Center),Vibra Healthcare
1609891118,Southeast Rehabilitation Hospital (FKA St Charles Specialty Rehabilitation - Closed),
1669796777,Magnolia Behavioral Hospital of East Texas (Closed),Oglethorpe Inc
1528066685,Sierra Vista Hospital,Universal Health Services
1255708715,Our Childrens House Dallas (Closed),Childrens Health (FKA Childrens Medical Center Dallas)
1487652616,Select Specialty Hospital - Birmingham,Select Medical Corporation
1467446724,Sunview Medical Center (FKA Jerome Golden Center - Closed 2019-10-18),
1235234535,Ann & Robert H Lurie Childrens Hospital of Chicago,
1417367558,Select Specialty Hospital - Northeast Atlanta (FKA Wesley Woods Long Term Hospital - Closed),Select Medical Corporation
1437482817,Ochsner St Martin Hospital (FKA St Martin Hospital),Ochsner Lafayette General (FKA Lafayette General Health)
1891795415,Select Specialty Hospital - Phoenix,Select Medical Corporation
1235227737,Southern Crescent Hospital for Specialty Care (Closed),LHC Group
1750379558,Valir Rehabilitation Hospital,
1174611768,Dubuis Hospital of Lake Charles (Closed),CHRISTUS Health
1326115569,Aspirus Keweenaw Hospital,Aspirus Health (FKA Community Health Care Inc)
1356388227,Siskin Hospital for Physical Rehab,
1194792762,Conejos County Hospital,San Luis Valley Health
1114054301,North Mississippi State Hospital,Mississippi Department of Mental Health
1124254941,Georgia Regional Hospital at Atlanta,Georgia Department of Behavioral Health and Developmental Disabilities (AKA Central State Hospital - System)
1801908975,Brown County Community Treatment Center,
1417389784,PAM Health Specialty Hospital of Victoria South,PAM Health (FKA Post Acute Medical)
1477553907,Select Specialty Hospital - Saginaw,Select Medical Corporation
1609826270,Nell J Redfield Memorial Hospital,
1932340882,Meridian Health Services Muncie Campus,Meridian Health Services
1740244540,Sanford Canton-Inwood Medical Center,Sanford Health
1861492217,Select Specialty Hospital - Southeast Ohio (FKA Select Specialty Hospital - Zanesville),Select Medical Corporation
1659321560,Washington County Hospital,SSM Health in Illinois
1386678431,Citizens Medical Center,
1457458556,Boys Town National Research Hospital - Downtown (Closed - No Longer Offering Inpatient Care Services),Boys Town National Research Hospital
1881641629,Weiser Memorial Hospital,St Lukes Health System (Boise ID)
1497842553,Alaska Psychiatric Institute,
1467552240,Trenton Psychiatric Hospital,New Jersey Division of Mental Health Services (DHS)
1528203049,Vibra Hospital of Mahoning Valley (Closed - Merged with Select Specialty Hospital - Boardman),Vibra Healthcare
1053311704,Continuous Care Center of Bartlesville (Closed 2011-01-01),
1952447013,Radiant Health (FKA Grant Blackford Mental Health),
1720087620,Select Specialty Hospital - Indianapolis (Closed),
1265406102,Encompass Health Rehabilitation Hospital - Partner of Washington Regional (FKA HealthSouth Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1215937982,Select Specialty Hospital - Nashville,Select Medical Corporation
1720052954,Encompass Health Rehabilitation Institute of Tucson,Encompass Health Corporation (FKA HealthSouth)
1174513394,Compass Behavioral Center of Lafayette,Compass Health
1255306270,Spring Mountain Treatment Center,Universal Health Services
1609840545,MidAmerica Rehabilitation Hospital,Encompass Health Corporation (FKA HealthSouth)
1881668721,Encompass Health Rehabilitation Hospital of Alexandria (FKA HealthSouth Rehabilitation Hospital of Alexandria),Encompass Health Corporation (FKA HealthSouth)
1073525341,Ellenville Regional Hospital,
1699778951,Franklin Hospital,
1497751309,Kalkaska Memorial Health Center,Munson Healthcare
1245346741,Fremont Hospital,Universal Health Services
1497748081,Ballard Rehabilitation Hospital,Vibra Healthcare
1326360058,Montgomery Rehab Hospital (Closed 2008-05-18),
1902806540,Select Specialty Hospital - Midland (Closed),Select Medical Corporation
1154400232,Childrens Mercy Hospital Kansas (FKA Childrens Mercy South),Childrens Mercy Kansas City (FKA Childrens Mercy Hospital and Clinics)
1598738205,Vanderbilt Stallworth Rehabilitation Hospital,Vanderbilt Health (FKA Vanderbilt University Medical Center System)
1538114020,Western Mental Health Institute,Tennessee Department of Mental Health and Substance Abuse
1578904322,Vibra Hospital of Charleston (FKA Kindred Hospital Charleston),Vibra Healthcare
1033554506,PAM Specialty Hospital of Milwaukee (Closed),PAM Health (FKA Post Acute Medical)
1730736596,Tahoe Pacific Hospitals - Meadows (Closed),LifeCare Health Partners (Closed)
1295706729,Prairie View,
1902802002,LifeStream Behavioral Center,
1508861683,Western State Hospital,Kentucky Cabinet for Health and Family Services
,Cook Childrens Northeast Hospital (Closed),Cook Childrens Health Care System
1649262528,Harbor Hospital of Southeast Texas (Closed),
1245212877,Faulkton Area Medical Center,
1952356610,Southwest Missouri Psychiatric Rehabilitation Center,
1891888558,Windmoor Healthcare of Clearwater,Universal Health Services
1508908591,Shriners Hospitals for Children - Los Angeles (Closed),Shriners Hospitals for Children (AKA Shriners Childrens)
1932652591,Select Specialty Hospital - Orlando North,Select Medical Corporation
1972589000,Kindred Hospital Lima,ScionHealth
1972540417,PAM Rehabilitation Hospital of Clear Lake North Campus (FKA Kindred Rehabilitation Hospital Clear Lake),PAM Health (FKA Post Acute Medical)
1083637201,St James Behavioral Health Hospital,
1720151137,Gateways Hospital and Mental Health Center,
1194168054,Lifecare Hospitals of Chester County (Closed),LifeCare Health Partners (Closed)
1881664407,The Carolina Center for Behavioral Health,Universal Health Services
1811961758,Geisinger Encompass Health Rehabilitation Hospital (FKA Geisinger HealthSouth Rehabilitation Hospital),Geisinger (FKA Geisinger Health System)
1174644629,Morrison Community Hospital,
1598848517,CHI Oakes Hospital (AKA Oakes Community Hospital),CHI Health (FKA Alegent Creighton Health)
1619962321,Middle Park Health - Kremmling (FKA Middle Park Medical Center - Kremmling),Centura Health
1548393937,Colorado Mental Health Hospital Fort Logan,
,Regional Psychiatric Hospital (Closed - No Longer Offers Inpatient Services),
1073964532,CuraHealth - Brighton (FKA Kindred Hospital Boston - Closed),Curahealth Hospitals (Closed)
1629153044,Cumberland Hall Chattanooga (Closed 2010-01-01),
1669780706,Community Specialty Hospital (Closed),
1437346186,Specialty Rehabilitation Hospital,
1902237431,KPC Promise Hospitals of Dallas (FKA Promise Hospital of Dallas),KPC Group (AKA KPC Healthcare)
1063912871,Baptist Health Rehabilitation Institute - Little Rock,Baptist Health (AR)
1447355771,Dell Childrens Medical Center,Ascension Seton (AKA Seton Healthcare Family)
1770581118,William R Sharpe Jr Hospital,West Virginia Bureau for Behavioral Health and Health Facilities
1417148461,Deer Park HC & Hospital (Closed 2008-03-01),
1689897282,Oceans Behavioral Hospital Kentwood,Oceans Healthcare
1942240122,Lincoln Regional Center,Nebraska Department of Health & Human Services
1992707178,Spaulding Hospital for Continuing Medical Care Cambridge (FKA Youville Hospital),Spaulding Rehabilitation Network
1427044957,Three Rivers Behavioral Health,Universal Health Services
1518929926,RiverBridge Specialty Hospital (FKA Promise Hospital of Miss Lou),SentryCare (AKA Sentry Concordia LLC)
1275582306,Belmont Pines Hospital,Universal Health Services
1144391756,Kindred Hospital Pittsburgh North Shore (Closed 2014-01-01),Kindred Healthcare (Closed)
1639307358,Mountain View Geriatric Psych Hospital (Closed),
1780684423,Select Specialty Hospital - Memphis,Select Medical Corporation
1518232842,AMG Specialty Hospital - Albuquerque,AMG Integrated Healthcare Management
1568453306,Upper Shore Community Mental Health (Closed),
1932642972,Saint Lukes Hospital of Kansas City Crittenton Childrens Center,Saint Lukes Health System (Kansas City MO)
1922073907,Granite County Medical Center,
1780768416,Kindred Hospital Brea,ScionHealth
1174692156,Kindred Hospital - Tarrant County Arlington,ScionHealth
1346347077,CHRISTUS DUBUIS Hospital of Alexandria,CHRISTUS Dubuis Health System (AKA CHRISTUS Continuing Care)
1932334125,CHRISTUS DUBUIS Hospital of Beaumont,CHRISTUS Dubuis Health System (AKA CHRISTUS Continuing Care)
1538256078,Madonna Rehabilitation Specialty Hospital Lincoln,Madonna Rehabilitation Hospital System
1366416208,Encompass Health Rehabilitation Hospital of Northwest Tucson (FKA Healthsouth Southern Arizona Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1144293846,UVA Encompass Health Rehabilitation Hospital (FKA UVA-HealthSouth Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1538157326,Intracare Medical Center Hospital (Closed 2012-02-01),
1235392192,AMG Specialty Hospital - San Antonio (Closed),AMG Integrated Healthcare Management
1184697807,Encompass Health Rehabilitation Hospital of Rock Hill,Encompass Health Corporation (FKA HealthSouth)
1871540237,Nicklaus Childrens Hospital (AKA Nicklaus Childrens Health System),
1053329581,Rogers Behavioral Health in Oconomowoc (FKA Rogers Memorial Hospital - Oconomowoc),Rogers Behavioral Health System
1982607115,Highsmith-Rainey Specialty Hospital,Cape Fear Valley Health System (FKA Cumberland County Hospital System)
1588009039,Vibra Hospital of Western Massachusetts (FKA Kindred Hospital Parkview - Closed),Vibra Healthcare
1922177997,Kindred Hospital - Mansfield (Closed),Kindred Healthcare (Closed)
